"28";"0";"10.72.121.0";"Vlan das esta��es do 2� andar";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"28";"0";"10.72.121.128";"Vlan das esta��es do 4� andar";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"28";"0";"10.72.121.192";"Vlan das esta��es do 5� andar";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"28";"0";"10.72.121.64";"Vlan das esta��es do 3� andar";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"28";"0";"10.72.122.0";"Vlan das esta��es do 2� andar";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"28";"0";"10.72.122.128";"Vlan das esta��es do 8� andar";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"28";"0";"10.72.122.192";"Vlan das esta��es do 9� andar";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"28";"0";"10.72.122.64";"Vlan das esta��es do 7� andar";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"28";"0";"10.72.123.0";"Vlan das esta��es do 10� andar";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"28";"0";"10.72.123.128";"Vlan das esta��es do 12� andar";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"28";"0";"10.72.123.192";"Vlan das esta��es do 13� andar";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"28";"0";"10.72.123.64";"Vlan das esta��es do 11� andar";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"112";"0";"10.72.124.0";"PSFN - TAUBAT�";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"75";"0";"10.72.125.0";"PSFN - MOGI DAS CRUZES";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"48";"0";"10.72.126.0";"PSFN - CANOAS";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"41";"0";"10.72.127.0";"PSFN - CACHOEIRO DE ITAPEMIRIM";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"1";"0";"10.72.161.0";"PGFN Bras�lia - Pr�dio Novo - T�rreo_Sub";"10.72.161.84/cacic";"10.72.161.84";"100";"S"
"1";"0";"10.72.164.128";"PGFN Bras�lia - Pr�dio Novo - 8o. andar";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"13";"0";"10.72.27.0";"PFN_BANLAVOURA-BELO HORIZONTE-MG";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"56";"0";"10.72.28.0";"PSFN-GOVAL";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"64";"0";"10.72.29.0";"PSFN-JFORA";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"113";"0";"10.72.30.0";"PSFN-UBERB";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"114";"0";"10.72.31.0";"PSFN-UBERL";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"117";"0";"10.72.32.0";"PSFN-VARGH";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"14";"0";"10.72.33.0";"PFN - PA (Bel�m)";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"21";"0";"10.72.34.0";"REDE PFN BOA VISTA";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"4";"0";"10.72.35.0";"REDE PFN MACAPA";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"5";"0";"10.72.36.0";"REDE PFN MANAUS";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"20";"0";"10.72.37.0";"REDE PFN PORTO VELHO";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"2";"0";"10.72.38.0";"REDE PFN RIO BRANCO";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"74";"0";"10.72.39.0";"REDE PSFN MARABA";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"109";"0";"10.72.40.0";"REDE PSFN SANTAREM";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"9";"0";"10.72.43.0";"PFN - GOI�NIA";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"11";"0";"10.72.45.0";"PFN - CUIABA";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"24";"0";"10.72.47.0";"PFN - PALMAS - TO";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"12";"0";"10.72.48.0";"PFN - CAMPO_GRANDE/ MS";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"51";"0";"10.72.49.0";"PSFN- DOURADOS";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"16";"0";"10.72.50.0";"PFN - Marechal Deodoro";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"16";"0";"10.72.51.0";"PFN - Jo�o Negr�o";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"22";"0";"10.72.52.0";"REDE_PFN_FNS";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"38";"0";"10.72.53.0";"REDE_PSFN_BNU";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"45";"0";"10.72.54.0";"PSFN - Cascavel";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"49";"0";"10.72.55.0";"REDE_PSFN_CUA";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"53";"0";"10.72.56.0";"PSFN - Foz do Igua�u";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"58";"0";"10.72.57.0";"PSFN - Guarapuava";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"65";"0";"10.72.58.128";"REDE_PSFN_JCA";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"66";"0";"10.72.59.0";"REDE_PSFN_JVE";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"69";"0";"10.72.60.0";"REDE_PSFN_LGS";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"71";"0";"10.72.61.0";"PSFN - LONDRINA";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"78";"0";"10.72.62.0";"PSFN - Maringa";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"115";"0";"10.72.63.0";"psfn - Umuarama";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"7";"0";"10.72.64.0";"PFN - Fortaleza";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"10";"0";"10.72.65.0";"Rede Local da PFN - MA";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"17";"0";"10.72.66.0";"Rede Local da PFN - PI";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"60";"0";"10.72.67.0";"SUB REDE DA PSFN IMPERATRIZ";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"35";"0";"10.72.70.0";"PSFN Bage";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"46";"0";"10.72.71.0";"PSFN Caxias do Sul";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"80";"0";"10.72.72.0";"PSFN Novo Hamburgo";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"85";"0";"10.72.73.0";"PSFN Passo Fundo";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"91";"0";"10.72.74.0";"PSFN Pelotas";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"94";"0";"10.72.75.0";"PSFN Rio Grande";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"110";"0";"10.72.76.0";"PSFN Santa Cruz do Sul";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"111";"0";"10.72.77.0";"PSFN Santa Maria";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"100";"0";"10.72.78.0";"PSFN Santana do Livramento";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"108";"0";"10.72.79.0";"PSFN Santo Angelo";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"116";"0";"10.72.80.0";"PSFN Uruguaiana";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"15";"0";"10.72.81.0";"PFN - JPA";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"3";"0";"10.72.82.0";"PFN - MCO";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"18";"0";"10.72.83.0";"REDE - NTL";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"26";"0";"10.72.84.0";"PRFN 5 Regi�o - RCE";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"88";"0";"10.72.87.0";"PSFN - PETROLINA - PE";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"8";"0";"10.72.89.0";"PFN - ESPIRITO SANTO";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"39";"0";"10.72.91.0";"PSFN - CAMPOS_DOS_GOYTACAZES";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"62";"0";"10.72.92.0";"PSFN - ITABORAI";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"82";"0";"10.72.93.0";"PSFN - NITEROI";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"79";"0";"10.72.94.0";"PSFN - NOVA_FRIBURGO";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"81";"0";"10.72.95.0";"PSFN - NOVA_IGUACU";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"89";"0";"10.72.96.0";"PSFN - PETROPOLIS";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"95";"0";"10.72.97.0";"PSFN - RESENDE";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"42";"0";"10.72.98.0";"PSFN-CABO_FRIO";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
"119";"0";"10.72.99.0";"PSFN - VOLTA_REDONDA";"10.72.161.84/cacic";"10.72.161.84";"30";"S"
